"","age","drinks","drugs","height","orientation","sex","sign","ethnicity"
"865",30,"socially","never",70,"straight","m","gemini","mixed"
"867",26,"rarely","sometimes",69,"straight","m","virgo","mixed"
"868",24,"socially","never",63,"straight","f","scorpio","white"
"869",34,"socially","never",66,"straight","m","virgo","white"
"870",24,"very often","sometimes",68,"straight","m","virgo","white"
"871",27,"socially","never",73,"straight","m","capricorn","mixed"
"873",29,"rarely","never",64,"straight","f","aquarius","white"
"875",22,"socially","never",68,"straight","m","taurus","white"
"876",21,"socially","never",67,"bisexual","f","aries","black"
"877",25,"socially","never",67,"straight","m","capricorn","asian"
"878",32,"socially","sometimes",70,"straight","m","pisces","white"
"881",30,"not at all","never",72,"straight","m","libra","mixed"
"882",26,"socially","never",67,"straight","m","capricorn","asian"
"883",21,"often","sometimes",66,"straight","f","scorpio","native american"
"885",36,"not at all","never",73,"straight","m","scorpio","white"
"889",44,"rarely","never",74,"straight","m","cancer","white"
"891",21,"rarely","never",71,"gay","m","aquarius","white"
"893",33,"often","sometimes",70,"straight","m","virgo","white"
"894",29,"not at all","never",62,"gay","f","cancer","white"
"895",27,"often","sometimes",65,"straight","f","gemini","mixed"
"896",25,"socially","never",67,"straight","f","sagittarius","white"
"901",21,"socially","never",66,"straight","f","taurus","mixed"
"906",38,"socially","never",65,"straight","f","scorpio","white"
"908",32,"socially","never",66,"straight","m","gemini","white"
"910",23,"rarely","sometimes",58,"straight","f","aries","mixed"
"911",45,"socially","never",62,"straight","f","scorpio","white"
"913",35,"often","sometimes",72,"bisexual","m","taurus","white"
"914",42,"rarely","never",67,"straight","m","gemini","white"
"916",34,"socially","sometimes",64,"straight","f","taurus","white"
"919",26,"socially","never",70,"straight","m","leo","white"
"920",22,"not at all","never",64,"gay","f","leo","hispanic / latin"
"924",41,"rarely","sometimes",73,"bisexual","m","pisces","white"
"925",24,"socially","sometimes",65,"straight","f","taurus","white"
"928",32,"socially","never",66,"straight","f","aries","mixed"
"930",24,"socially","never",67,"gay","m","cancer","indian"
"932",27,"often","never",64,"straight","m","aries","white"
"935",34,"socially","never",68,"bisexual","m","gemini","mixed"
"936",40,"rarely","never",70,"straight","m","gemini","white"
"937",24,"socially","never",65,"straight","f","aries","asian"
"938",23,"rarely","sometimes",71,"straight","m","gemini","white"
"942",29,"socially","never",66,"gay","f","pisces","white"
"943",31,"often","sometimes",71,"gay","m","sagittarius","white"
"944",38,"socially","sometimes",67,"bisexual","f","taurus","white"
"949",25,"socially","never",66,"straight","f","sagittarius","asian"
"951",28,"socially","sometimes",69,"straight","m","taurus","mixed"
"952",30,"socially","never",71,"straight","m","leo","white"
"953",26,"socially","sometimes",68,"straight","f","leo","asian"
"954",23,"socially","sometimes",61,"straight","f","virgo","mixed"
"965",34,"socially","never",73,"straight","m","cancer","white"
"967",25,"often","sometimes",67,"straight","f","sagittarius","white"
"968",28,"not at all","never",73,"straight","m","pisces","white"
"970",21,"socially","never",60,"bisexual","f","aries","white"
"971",23,"often","sometimes",70,"gay","f","aries","white"
"972",30,"socially","never",69,"gay","m","cancer","white"
"973",31,"socially","never",67,"straight","m","aries","white"
"976",23,"socially","sometimes",65,"straight","f","leo","white"
"978",24,"socially","never",65,"bisexual","f","scorpio","white"
"982",27,"rarely","sometimes",66,"bisexual","f","virgo","white"
"986",30,"socially","never",64,"straight","f","cancer","white"
"987",29,"socially","never",70,"straight","f","taurus","white"
"988",22,"socially","sometimes",66,"gay","f","gemini","mixed"
"992",31,"socially","never",68,"straight","f","sagittarius","white"
"993",22,"rarely","never",61,"straight","f","aries","white"
"995",30,"socially","never",72,"straight","m","sagittarius","black"
"996",26,"socially","never",72,"straight","m","pisces","white"
"997",40,"socially","sometimes",67,"straight","m","libra","white"
"1000",36,"socially","never",65,"straight","f","cancer","white"
"1002",23,"socially","never",74,"straight","m","virgo","white"
"1006",20,"socially","sometimes",66,"straight","f","capricorn","asian"
"1007",39,"often","sometimes",66,"bisexual","m","capricorn","white"
"1009",35,"socially","sometimes",67,"straight","f","gemini","white"
"1013",29,"socially","never",64,"straight","f","scorpio","asian"
"1019",22,"socially","never",70,"straight","m","taurus","white"
"1020",42,"socially","sometimes",72,"straight","m","taurus","white"
"1026",42,"socially","never",71,"bisexual","m","virgo","white"
"1028",43,"socially","never",71,"straight","m","libra","white"
"1029",31,"socially","never",66,"straight","f","virgo","white"
"1032",38,"socially","never",67,"straight","f","virgo","indian"
"1038",36,"socially","never",71,"straight","m","pisces","white"
"1041",33,"rarely","never",65,"straight","f","gemini","mixed"
"1042",31,"rarely","never",64,"straight","m","leo","asian"
"1046",35,"socially","never",66,"straight","f","aries","white"
"1048",32,"socially","sometimes",72,"straight","m","aquarius","asian"
"1049",28,"not at all","never",76,"straight","m","scorpio","mixed"
"1050",32,"often","never",68,"straight","f","pisces","white"
"1051",25,"socially","sometimes",66,"bisexual","f","libra","white"
"1054",37,"socially","never",67,"straight","f","cancer","white"
"1056",26,"socially","never",73,"straight","m","gemini","white"
"1057",41,"rarely","never",74,"straight","m","scorpio","mixed"
"1058",26,"socially","never",63,"straight","f","capricorn","mixed"
"1059",29,"often","sometimes",68,"gay","f","scorpio","white"
"1062",33,"socially","sometimes",65,"straight","f","libra","white"
"1063",37,"socially","sometimes",72,"straight","m","aquarius","white"
"1064",25,"socially","never",66,"straight","f","libra","white"
"1066",28,"socially","never",64,"straight","f","leo","white"
"1067",33,"socially","never",67,"straight","m","gemini","asian"
"1068",25,"socially","never",62,"bisexual","f","virgo","white"
"1072",28,"socially","never",68,"straight","f","aquarius","asian"
"1073",34,"socially","never",75,"straight","m","aquarius","white"
"1076",30,"socially","never",66,"straight","f","aquarius","white"
"1078",31,"socially","never",74,"straight","m","capricorn","white"
"1080",26,"socially","never",66,"straight","m","capricorn","white"
"1083",23,"socially","never",66,"straight","f","aries","white"
"1085",31,"often","sometimes",64,"straight","f","pisces","white"
"1087",21,"socially","never",68,"straight","f","leo","mixed"
"1094",30,"socially","never",67,"straight","m","aries","asian"
"1095",25,"socially","never",67,"straight","f","libra","white"
"1096",23,"socially","never",72,"straight","m","pisces","white"
"1097",22,"socially","never",69,"gay","m","aquarius","hispanic / latin"
"1101",47,"not at all","never",72,"gay","m","taurus","white"
"1103",35,"socially","never",66,"straight","f","gemini","mixed"
"1106",24,"rarely","never",70,"straight","m","scorpio","mixed"
"1108",24,"socially","never",67,"straight","m","sagittarius","asian"
"1109",64,"socially","never",67,"straight","m","sagittarius","mixed"
"1110",23,"socially","sometimes",65,"straight","f","taurus","mixed"
"1112",24,"not at all","never",68,"straight","m","sagittarius","asian"
"1120",28,"socially","never",71,"gay","m","capricorn","white"
"1121",33,"socially","sometimes",73,"straight","m","aries","white"
"1122",41,"socially","never",67,"straight","f","cancer","white"
"1123",27,"socially","never",68,"gay","m","cancer","white"
"1129",28,"socially","never",69,"straight","m","cancer","white"
"1130",42,"socially","never",67,"straight","f","gemini","white"
"1131",28,"rarely","never",71,"straight","m","sagittarius","mixed"
"1132",27,"socially","never",62,"straight","f","scorpio","middle eastern"
"1134",24,"socially","often",66,"straight","f","pisces","white"
"1137",40,"socially","never",70,"straight","m","scorpio","white"
"1138",22,"socially","sometimes",66,"gay","f","aquarius","mixed"
"1140",44,"socially","never",71,"straight","m","libra","white"
"1142",48,"socially","never",70,"straight","m","libra","white"
"1143",28,"rarely","never",63,"straight","f","aquarius","asian"
"1145",38,"socially","sometimes",68,"straight","m","capricorn","white"
"1146",44,"not at all","never",71,"straight","m","cancer","white"
"1147",31,"socially","sometimes",72,"straight","m","aries","asian"
"1148",49,"socially","never",64,"straight","f","leo","white"
"1149",23,"socially","never",64,"bisexual","f","gemini","mixed"
"1150",33,"socially","never",67,"straight","m","capricorn","asian"
"1152",37,"often","sometimes",68,"straight","m","sagittarius","white"
"1153",28,"socially","never",71,"straight","m","gemini","hispanic / latin"
"1154",18,"socially","sometimes",71,"straight","m","leo","mixed"
"1156",33,"socially","never",71,"straight","m","leo","white"
"1158",21,"rarely","never",71,"straight","m","gemini","white"
"1159",28,"socially","sometimes",73,"straight","m","taurus","white"
"1161",23,"rarely","never",69,"straight","m","aquarius","mixed"
"1163",37,"socially","never",68,"straight","f","gemini","native american"
"1165",34,"socially","never",68,"straight","m","leo","white"
"1166",63,"rarely","never",72,"straight","m","leo","white"
"1167",25,"socially","never",69,"straight","m","leo","mixed"
"1168",28,"socially","never",67,"straight","f","cancer","black"
"1170",29,"socially","never",66,"straight","f","scorpio","hispanic / latin"
"1172",24,"rarely","never",71,"gay","m","aries","hispanic / latin"
"1173",30,"socially","never",69,"straight","m","sagittarius","asian"
"1174",40,"socially","never",67,"straight","f","sagittarius","white"
"1177",25,"rarely","never",65,"straight","f","aquarius","white"
"1178",25,"rarely","never",70,"bisexual","f","taurus","white"
"1181",27,"socially","never",75,"straight","m","taurus","mixed"
"1185",34,"socially","never",67,"straight","f","pisces","white"
"1186",30,"socially","never",63,"straight","f","taurus","white"
"1187",27,"socially","never",74,"straight","m","gemini","white"
"1188",19,"socially","sometimes",59,"straight","f","capricorn","mixed"
"1190",30,"socially","never",62,"straight","f","virgo","mixed"
"1191",27,"socially","sometimes",63,"straight","m","sagittarius","indian"
"1192",25,"not at all","never",70,"straight","m","aries","indian"
"1193",24,"socially","never",69,"straight","f","pisces","white"
"1194",42,"socially","never",66,"straight","f","libra","white"
"1197",28,"socially","never",73,"gay","m","taurus","white"
"1198",28,"often","never",69,"gay","m","gemini","white"
"1201",20,"socially","sometimes",71,"straight","m","virgo","white"
"1203",23,"socially","never",76,"straight","m","aquarius","white"
"1207",37,"rarely","never",72,"gay","m","scorpio","white"
"1208",25,"socially","never",74,"straight","m","libra","mixed"
"1209",37,"socially","never",73,"straight","m","taurus","white"
"1211",42,"socially","never",73,"straight","m","gemini","white"
"1213",31,"socially","never",69,"straight","m","libra","white"
"1215",36,"socially","never",69,"straight","m","aquarius","asian"
"1216",29,"socially","never",71,"straight","m","cancer","white"
"1217",30,"socially","never",72,"straight","m","aquarius","white"
"1218",23,"socially","never",72,"gay","m","scorpio","white"
"1220",30,"socially","never",70,"straight","m","libra","white"
"1222",33,"socially","never",68,"straight","m","virgo","hispanic / latin"
"1224",27,"socially","never",70,"straight","m","cancer","mixed"
"1225",25,"rarely","never",72,"straight","m","scorpio","mixed"
"1226",24,"socially","sometimes",66,"straight","m","virgo","asian"
"1230",32,"socially","never",77,"straight","m","leo","white"
"1231",28,"often","never",70,"straight","m","aries","white"
"1236",23,"socially","never",72,"straight","m","leo","white"
"1237",21,"not at all","never",72,"straight","m","leo","white"
"1238",35,"socially","never",73,"straight","m","virgo","white"
"1241",20,"socially","sometimes",68,"straight","m","pisces","white"
"1242",24,"socially","never",72,"gay","m","gemini","white"
"1245",37,"rarely","sometimes",69,"straight","m","cancer","white"
"1247",18,"not at all","never",69,"straight","m","capricorn","mixed"
"1249",25,"socially","never",71,"straight","m","leo","asian"
"1250",28,"socially","never",70,"straight","m","aquarius","asian"
"1251",26,"socially","never",78,"straight","m","scorpio","white"
"1252",31,"socially","never",70,"straight","m","capricorn","indian"
"1255",31,"rarely","never",65,"straight","f","aries","black"
"1258",35,"socially","never",66,"straight","f","cancer","white"
"1260",26,"socially","never",67,"gay","f","libra","white"
